1;2;4;8
0.216049;0.146749;0.176248;0.306269
0.258075;0.159382;0.116977;0.175579
0.305971;0.342054;0.138295;0.363382
0.333874;0.152607;0.356433;0.319957
0.146567;0.341095;0.148202;0.185414
0.122607;0.152297;0.380604;0.294908
0.154826;0.29656;0.126654;0.173568
0.16839;0.157524;0.2417;0.156348
0.175911;0.0990461;0.340589;0.181764
0.163855;0.352364;0.168718;0.183567
0.35721;0.359409;0.509547;0.349175
0.275697;0.130793;0.173541;0.111933
0.171878;0.180725;0.324281;0.142359
0.112484;0.120878;0.339343;0.354466
0.158204;0.157822;0.156897;0.0999159
0.168876;0.157348;0.3463;0.345018
0.170873;0.366199;0.363871;0.0928767
0.170829;0.374747;0.275237;0.347656
0.290411;0.366657;0.338118;0.334075
0.35038;0.308762;0.318038;0.262083
0.31978;0.460914;0.3457;0.168732
0.286034;0.141146;0.166816;0.320091
0.329756;0.143874;0.309216;0.168132
0.176885;0.310321;0.307842;0.352499
0.190146;0.163732;0.264046;0.343108
0.1665;0.299053;0.230837;0.455257
0.313685;0.14881;0.297111;0.126793
0.256535;0.338389;0.180094;0.176914
0.180938;0.0940195;0.303735;0.163276
0.183328;0.188526;0.198449;0.353693
0.357715;0.100655;0.166462;0.304408
0.31049;0.334212;0.361088;0.366985
0.361221;0.345863;0.084641;0.194897
0.356294;0.16639;0.178876;0.35949
0.331011;0.326938;0.143089;0.345246
0.155189;0.189293;0.183257;0.156082
0.0866172;0.360463;0.364282;0.122137
0.334516;0.172015;0.181347;0.17701
0.153538;0.335418;0.36229;0.127197
0.350247;0.153245;0.201939;0.161145
0.183575;0.177229;0.15676;0.107668
0.288157;0.17686;0.362752;0.383742
0.361833;0.378585;0.150708;0.329175
0.101673;0.155594;0.348215;0.288231
0.280478;0.148179;0.359362;0.158597
0.320982;0.296345;0.374672;0.353004
0.137076;0.337351;0.296207;0.180783
0.346743;0.0978372;0.345415;0.1629
0.34568;0.154605;0.178204;0.169443
0.34583;0.347802;0.167215;0.287633
0.140681;0.349546;0.328294;0.158975
0.0854712;0.160287;0.35433;0.151053
0.162744;0.119215;0.135649;0.364216
0.260213;0.350077;0.328125;0.0390749
0.153844;0.345569;0.335187;0.155133
0.348218;0.312335;0.345241;0.333687
0.299158;0.183533;0.358539;0.362471
0.17884;0.161398;0.16272;0.169514
0.335493;0.360799;0.133563;0.174202
0.180071;0.200106;0.344024;0.155508
